length_3utr	gene_id
1184	ENSG00000196081
7247	ENSG00000196083
12320	ENSG00000196090
466	ENSG00000196091
7464	ENSG00000196092
73	ENSG00000196099
3630	ENSG00000196104
859	ENSG00000196109
1200	ENSG00000196110
242	ENSG00000196116
964	ENSG00000196118
4715	ENSG00000196119
1386	ENSG00000196123
322	ENSG00000196126
39	ENSG00000196131
1872	ENSG00000196132
1087	ENSG00000196136
183	ENSG00000196139
4574	ENSG00000196141
4729	ENSG00000196150
240	ENSG00000196151
175	ENSG00000196152
146	ENSG00000196154
3872	ENSG00000196155
354	ENSG00000196156
1164	ENSG00000196159
1629	ENSG00000196166
508	ENSG00000196169
4417	ENSG00000196172
4546	ENSG00000196177
3575	ENSG00000196182
2357	ENSG00000196184
1535	ENSG00000196187
919	ENSG00000196188
755	ENSG00000196189
506	ENSG00000196196
1766	ENSG00000196199
4089	ENSG00000196208
2687	ENSG00000196209
6011	ENSG00000196214
3748	ENSG00000196218
7496	ENSG00000196220
104	ENSG00000196224
3585	ENSG00000196227
1029	ENSG00000196230
19344	ENSG00000196233
271	ENSG00000196235
7786	ENSG00000196236
1953	ENSG00000196240
6872	ENSG00000196242
2926	ENSG00000196247
35	ENSG00000196248
135	ENSG00000196260
2414	ENSG00000196262
4989	ENSG00000196263
538	ENSG00000196267
6890	ENSG00000196268
838	ENSG00000196275
2068	ENSG00000196277
1269	ENSG00000196284
389	ENSG00000196290
1238	ENSG00000196296
1072	ENSG00000196305
10629	ENSG00000196312
5039	ENSG00000196313
7651	ENSG00000196323
1000	ENSG00000196329
174	ENSG00000196335
16	ENSG00000196337
2183	ENSG00000196338
7009	ENSG00000196341
887	ENSG00000196344
1699	ENSG00000196345
2896	ENSG00000196352
1633	ENSG00000196353
406	ENSG00000196357
4804	ENSG00000196358
3200	ENSG00000196361
1975	ENSG00000196363
2327	ENSG00000196365
4207	ENSG00000196367
1738	ENSG00000196368
5250	ENSG00000196369
4172	ENSG00000196371
2231	ENSG00000196372
3424	ENSG00000196376
152	ENSG00000196378
1414	ENSG00000196381
1655	ENSG00000196383
2174	ENSG00000196387
275	ENSG00000196388
7056	ENSG00000196391
2526	ENSG00000196396
4703	ENSG00000196405
54	ENSG00000196406
108	ENSG00000196407
135	ENSG00000196408
2325	ENSG00000196411
206	ENSG00000196415
10191	ENSG00000196417
3155	ENSG00000196418
233	ENSG00000196419
149	ENSG00000196420
1203	ENSG00000196421
753	ENSG00000196422
364	ENSG00000196427
8222	ENSG00000196428
185	ENSG00000196431
67	ENSG00000196433
1860	ENSG00000196437
4673	ENSG00000196440
981	ENSG00000196449
413	ENSG00000196453
380	ENSG00000196455
536	ENSG00000196456
7065	ENSG00000196458
2312	ENSG00000196459
1482	ENSG00000196460
256	ENSG00000196465
552	ENSG00000196466
756	ENSG00000196468
1196	ENSG00000196470
187	ENSG00000196475
344	ENSG00000196476
3816	ENSG00000196482
3553	ENSG00000196497
1692	ENSG00000196498
1818	ENSG00000196502
1898	ENSG00000196503
6009	ENSG00000196504
7826	ENSG00000196505
260	ENSG00000196507
2245	ENSG00000196510
2468	ENSG00000196511
1217	ENSG00000196517
5128	ENSG00000196526
520	ENSG00000196531
8812	ENSG00000196535
1812	ENSG00000196542
734	ENSG00000196544
3852	ENSG00000196547
3890	ENSG00000196549
2007	ENSG00000196550
874	ENSG00000196553
5658	ENSG00000196557
1450	ENSG00000196562
288	ENSG00000196565
222	ENSG00000196569
56	ENSG00000196570
1171	ENSG00000196576
10443	ENSG00000196581
2138	ENSG00000196584
4525	ENSG00000196586
1588	ENSG00000196588
192	ENSG00000196589
8097	ENSG00000196591
1991	ENSG00000196597
3140	ENSG00000196600
302	ENSG00000196604
1739	ENSG00000196605
492	ENSG00000196611
2876	ENSG00000196616
474	ENSG00000196620
8205	ENSG00000196628
5501	ENSG00000196632
799	ENSG00000196636
3056	ENSG00000196639
3134	ENSG00000196642
1880	ENSG00000196646
4166	ENSG00000196652
1379	ENSG00000196653
1553	ENSG00000196655
1768	ENSG00000196659
2767	ENSG00000196660
4591	ENSG00000196663
1722	ENSG00000196664
760	ENSG00000196666
1177	ENSG00000196670
3359	ENSG00000196678
538	ENSG00000196683
2657	ENSG00000196684
1371	ENSG00000196689
4387	ENSG00000196693
3186	ENSG00000196700
964	ENSG00000196704
13405	ENSG00000196705
576	ENSG00000196711
17947	ENSG00000196712
5263	ENSG00000196715
1371	ENSG00000196724
4946	ENSG00000196730
306	ENSG00000196734
2488	ENSG00000196735
5556	ENSG00000196739
3319	ENSG00000196743
99	ENSG00000196747
102	ENSG00000196748
459	ENSG00000196754
520	ENSG00000196757
2717	ENSG00000196767
140	ENSG00000196772
4194	ENSG00000196776
3652	ENSG00000196778
1341	ENSG00000196781
2570	ENSG00000196782
1827	ENSG00000196787
2621	ENSG00000196792
359	ENSG00000196793
13	ENSG00000196800
397	ENSG00000196805
687	ENSG00000196811
132	ENSG00000196812
5710	ENSG00000196814
3277	ENSG00000196821
2437	ENSG00000196826
2702	ENSG00000196832
4359	ENSG00000196834
788	ENSG00000196839
1794	ENSG00000196843
1269	ENSG00000196844
3792	ENSG00000196850
1149	ENSG00000196859
271	ENSG00000196860
110	ENSG00000196862
8658	ENSG00000196865
3869	ENSG00000196867
686	ENSG00000196872
5111	ENSG00000196873
10568	ENSG00000196876
401	ENSG00000196878
1960	ENSG00000196890
46	ENSG00000196900
9543	ENSG00000196911
2599	ENSG00000196912
4859	ENSG00000196914
3223	ENSG00000196917
1881	ENSG00000196923
6410	ENSG00000196924
5441	ENSG00000196932
19549	ENSG00000196935
1610	ENSG00000196937
4166	ENSG00000196943
2497	ENSG00000196946
4193	ENSG00000196950
113	ENSG00000196954
2345	ENSG00000196961
8085	ENSG00000196967
704	ENSG00000196968
2499	ENSG00000196972
2841	ENSG00000196975
175	ENSG00000196976
2204	ENSG00000196981
607	ENSG00000196990
52	ENSG00000196993
1306	ENSG00000196998
2630	ENSG00000197006
2254	ENSG00000197008
1399	ENSG00000197013
4972	ENSG00000197016
1244	ENSG00000197019
3917	ENSG00000197020
893	ENSG00000197021
3001	ENSG00000197024
3537	ENSG00000197037
1141	ENSG00000197043
4183	ENSG00000197044
6589	ENSG00000197045
520	ENSG00000197046
1454	ENSG00000197050
1541	ENSG00000197054
600	ENSG00000197056
961	ENSG00000197057
51	ENSG00000197061
1128	ENSG00000197062
4335	ENSG00000197063
708	ENSG00000197070
5047	ENSG00000197077
367	ENSG00000197079
6622	ENSG00000197081
287	ENSG00000197084
1178	ENSG00000197093
8771	ENSG00000197102
3758	ENSG00000197106
79	ENSG00000197110
4370	ENSG00000197111
223	ENSG00000197114
2083	ENSG00000197119
11401	ENSG00000197121
2671	ENSG00000197122
62	ENSG00000197123
2100	ENSG00000197124
2705	ENSG00000197125
5314	ENSG00000197128
4281	ENSG00000197134
461	ENSG00000197136
110	ENSG00000197140
1022	ENSG00000197142
5938	ENSG00000197147
5387	ENSG00000197150
549	ENSG00000197157
3899	ENSG00000197162
430	ENSG00000197165
1627	ENSG00000197168
4453	ENSG00000197170
570	ENSG00000197172
2164	ENSG00000197177
2058	ENSG00000197181
5604	ENSG00000197183
255	ENSG00000197191
371	ENSG00000197208
257	ENSG00000197213
3919	ENSG00000197217
1759	ENSG00000197223
2266	ENSG00000197226
44	ENSG00000197238
1855	ENSG00000197245
2594	ENSG00000197249
622	ENSG00000197253
2468	ENSG00000197256
1792	ENSG00000197261
1085	ENSG00000197265
289	ENSG00000197272
215	ENSG00000197273
2892	ENSG00000197275
93	ENSG00000197279
6876	ENSG00000197283
3787	ENSG00000197296
4064	ENSG00000197299
8252	ENSG00000197302
2572	ENSG00000197309
9763	ENSG00000197312
909	ENSG00000197321
4871	ENSG00000197323
4053	ENSG00000197324
2050	ENSG00000197329
5328	ENSG00000197343
2317	ENSG00000197345
133	ENSG00000197353
2148	ENSG00000197355
669	ENSG00000197360
3100	ENSG00000197361
780	ENSG00000197362
2517	ENSG00000197363
2120	ENSG00000197372
2223	ENSG00000197375
3335	ENSG00000197380
4363	ENSG00000197381
650	ENSG00000197385
3993	ENSG00000197386
1508	ENSG00000197403
1236	ENSG00000197405
1041	ENSG00000197406
2404	ENSG00000197408
3387	ENSG00000197410
2193	ENSG00000197415
232	ENSG00000197416
2298	ENSG00000197417
2295	ENSG00000197428
1349	ENSG00000197429
2725	ENSG00000197430
1306	ENSG00000197437
711	ENSG00000197442
585	ENSG00000197444
739	ENSG00000197446
1769	ENSG00000197448
540	ENSG00000197451
1390	ENSG00000197454
1633	ENSG00000197457
1330	ENSG00000197461
1667	ENSG00000197465
940	ENSG00000197467
5945	ENSG00000197471
2015	ENSG00000197472
1611	ENSG00000197479
114	ENSG00000197483
657	ENSG00000197487
2930	ENSG00000197496
2032	ENSG00000197497
3411	ENSG00000197498
2761	ENSG00000197506
1365	ENSG00000197520
2887	ENSG00000197530
2578	ENSG00000197532
9203	ENSG00000197535
133	ENSG00000197540
4331	ENSG00000197548
2068	ENSG00000197555
3712	ENSG00000197557
136	ENSG00000197558
83	ENSG00000197561
2233	ENSG00000197562
14420	ENSG00000197563
1393	ENSG00000197565
1551	ENSG00000197566
749	ENSG00000197568
718	ENSG00000197576
843	ENSG00000197579
2745	ENSG00000197580
1852	ENSG00000197584
1214	ENSG00000197586
1732	ENSG00000197587
6259	ENSG00000197594
408	ENSG00000197599
3572	ENSG00000197601
2472	ENSG00000197603
641	ENSG00000197608
2493	ENSG00000197614
50	ENSG00000197616
65	ENSG00000197617
3701	ENSG00000197619
1433	ENSG00000197620
2373	ENSG00000197622
2205	ENSG00000197629
585	ENSG00000197632
3321	ENSG00000197635
3367	ENSG00000197641
1295	ENSG00000197646
539	ENSG00000197647
1307	ENSG00000197651
2870	ENSG00000197653
252	ENSG00000197658
279	ENSG00000197683
933	ENSG00000197694
245	ENSG00000197696
2876	ENSG00000197702
2447	ENSG00000197705
76	ENSG00000197706
2182	ENSG00000197712
2825	ENSG00000197713
1339	ENSG00000197714
438	ENSG00000197721
1911	ENSG00000197724
522	ENSG00000197728
377	ENSG00000197734
133	ENSG00000197745
1143	ENSG00000197746
248	ENSG00000197747
1861	ENSG00000197748
1110	ENSG00000197753
3405	ENSG00000197756
861	ENSG00000197757
853	ENSG00000197763
392	ENSG00000197766
776	ENSG00000197768
673	ENSG00000197769
2070	ENSG00000197771
4015	ENSG00000197774
2537	ENSG00000197776
5680	ENSG00000197779
970	ENSG00000197780
5364	ENSG00000197782
615	ENSG00000197785
1	ENSG00000197786
853	ENSG00000197798
3110	ENSG00000197808
39	ENSG00000197816
4306	ENSG00000197818
4433	ENSG00000197822
3510	ENSG00000197826
1683	ENSG00000197837
254	ENSG00000197838
3281	ENSG00000197841
3753	ENSG00000197849
4904	ENSG00000197852
3440	ENSG00000197857
524	ENSG00000197858
655	ENSG00000197859
4318	ENSG00000197860
1005	ENSG00000197863
123	ENSG00000197870
3477	ENSG00000197872
1729	ENSG00000197879
1435	ENSG00000197885
2	ENSG00000197887
441	ENSG00000197888
210	ENSG00000197889
802	ENSG00000197891
5870	ENSG00000197892
259	ENSG00000197893
2420	ENSG00000197894
1055	ENSG00000197901
377	ENSG00000197905
10960	ENSG00000197912
994	ENSG00000197915
239	ENSG00000197919
724	ENSG00000197921
2843	ENSG00000197928
4426	ENSG00000197930
592	ENSG00000197933
216	ENSG00000197935
5621	ENSG00000197937
5798	ENSG00000197943
2841	ENSG00000197948
3724	ENSG00000197951
4566	ENSG00000197953
97	ENSG00000197956
47	ENSG00000197958
7926	ENSG00000197959
5587	ENSG00000197961
4306	ENSG00000197965
9920	ENSG00000197969
13633	ENSG00000197971
2538	ENSG00000197976
3022	ENSG00000197977
351	ENSG00000197978
1351	ENSG00000197980
381	ENSG00000197982
1385	ENSG00000197991
395	ENSG00000197992
659	ENSG00000197993
4988	ENSG00000198000
4113	ENSG00000198001
1938	ENSG00000198003
7308	ENSG00000198010
15702	ENSG00000198015
1894	ENSG00000198018
1077	ENSG00000198019
64	ENSG00000198021
300	ENSG00000198026
67	ENSG00000198028
93	ENSG00000198033
629	ENSG00000198034
3526	ENSG00000198039
4467	ENSG00000198040
3074	ENSG00000198042
3515	ENSG00000198046
497	ENSG00000198049
3024	ENSG00000198053
1822	ENSG00000198055
826	ENSG00000198056
2757	ENSG00000198060
1161	ENSG00000198062
1419	ENSG00000198064
319	ENSG00000198074
625	ENSG00000198075
562	ENSG00000198077
1839	ENSG00000198081
469	ENSG00000198083
3036	ENSG00000198087
1133	ENSG00000198088
2848	ENSG00000198089
437	ENSG00000198090
711	ENSG00000198092
1394	ENSG00000198093
1902	ENSG00000198099
3276	ENSG00000198104
3836	ENSG00000198105
843	ENSG00000198108
2680	ENSG00000198113
2158	ENSG00000198121
533	ENSG00000198125
1787	ENSG00000198128
88	ENSG00000198129
2038	ENSG00000198130
4487	ENSG00000198131
4797	ENSG00000198133
2923	ENSG00000198142
3018	ENSG00000198146
52	ENSG00000198156
948	ENSG00000198157
5649	ENSG00000198160
7002	ENSG00000198162
4190	ENSG00000198168
691	ENSG00000198169
476	ENSG00000198171
148	ENSG00000198173
2152	ENSG00000198176
338	ENSG00000198178
2373	ENSG00000198182
239	ENSG00000198183
1666	ENSG00000198185
666	ENSG00000198189
8625	ENSG00000198198
1887	ENSG00000198203
1313	ENSG00000198205
3623	ENSG00000198208
288	ENSG00000198211
9250	ENSG00000198216
745	ENSG00000198218
1317	ENSG00000198223
1141	ENSG00000198225
2639	ENSG00000198231
560	ENSG00000198242
4291	ENSG00000198246
3892	ENSG00000198252
130	ENSG00000198258
10310	ENSG00000198265
1327	ENSG00000198270
298	ENSG00000198271
583	ENSG00000198276
1	ENSG00000198283
497	ENSG00000198286
534	ENSG00000198298
3592	ENSG00000198300
2764	ENSG00000198301
6729	ENSG00000198315
2027	ENSG00000198324
3271	ENSG00000198326
380	ENSG00000198331
986	ENSG00000198336
3752	ENSG00000198342
4169	ENSG00000198346
825	ENSG00000198353
1034	ENSG00000198354
953	ENSG00000198355
219	ENSG00000198356
13474	ENSG00000198363
3160	ENSG00000198369
3331	ENSG00000198373
6420	ENSG00000198380
2587	ENSG00000198382
217	ENSG00000198390
15622	ENSG00000198393
940	ENSG00000198398
5075	ENSG00000198399
1191	ENSG00000198400
2892	ENSG00000198408
234	ENSG00000198417
2790	ENSG00000198420
1088	ENSG00000198429
2072	ENSG00000198431
1102	ENSG00000198435
2996	ENSG00000198440
312	ENSG00000198443
126	ENSG00000198445
3798	ENSG00000198453
3085	ENSG00000198455
4230	ENSG00000198464
4972	ENSG00000198466
1131	ENSG00000198467
239	ENSG00000198471
4150	ENSG00000198478
1855	ENSG00000198482
249	ENSG00000198483
1267	ENSG00000198488
823	ENSG00000198492
1300	ENSG00000198498
396	ENSG00000198502
1185	ENSG00000198513
444	ENSG00000198515
2668	ENSG00000198517
572	ENSG00000198520
2658	ENSG00000198521
1628	ENSG00000198522
1650	ENSG00000198523
2194	ENSG00000198535
2471	ENSG00000198538
4148	ENSG00000198542
1212	ENSG00000198546
3918	ENSG00000198547
2417	ENSG00000198551
695	ENSG00000198553
4380	ENSG00000198554
3231	ENSG00000198556
3716	ENSG00000198561
433	ENSG00000198563
138	ENSG00000198569
2514	ENSG00000198570
54	ENSG00000198573
2014	ENSG00000198574
1556	ENSG00000198576
6239	ENSG00000198585
5234	ENSG00000198586
2437	ENSG00000198589
3432	ENSG00000198597
710	ENSG00000198598
38	ENSG00000198601
1585	ENSG00000198604
189	ENSG00000198610
3057	ENSG00000198612
2882	ENSG00000198624
9542	ENSG00000198625
1341	ENSG00000198626
818	ENSG00000198633
3335	ENSG00000198642
625	ENSG00000198643
548	ENSG00000198646
1476	ENSG00000198648
2484	ENSG00000198650
5523	ENSG00000198663
3635	ENSG00000198668
246	ENSG00000198670
2385	ENSG00000198673
1414	ENSG00000198677
1294	ENSG00000198680
561	ENSG00000198681
1735	ENSG00000198682
2545	ENSG00000198689
4389	ENSG00000198690
402	ENSG00000198691
808	ENSG00000198692
8240	ENSG00000198700
1016	ENSG00000198704
1578	ENSG00000198707
1896	ENSG00000198715
3035	ENSG00000198718
668	ENSG00000198719
1335	ENSG00000198720
1052	ENSG00000198721
4769	ENSG00000198722
309	ENSG00000198723
533	ENSG00000198728
1537	ENSG00000198729
1056	ENSG00000198730
2108	ENSG00000198732
147	ENSG00000198734
938	ENSG00000198736
2034	ENSG00000198739
6336	ENSG00000198740
3146	ENSG00000198742
8907	ENSG00000198743
522	ENSG00000198746
1471	ENSG00000198752
307	ENSG00000198753
179	ENSG00000198754
35	ENSG00000198755
2924	ENSG00000198756
1874	ENSG00000198758
480	ENSG00000198759
351	ENSG00000198765
1689	ENSG00000198768
1553	ENSG00000198771
4005	ENSG00000198774
5343	ENSG00000198780
1090	ENSG00000198783
3821	ENSG00000198785
7388	ENSG00000198791
3313	ENSG00000198792
950	ENSG00000198793
2952	ENSG00000198794
1067	ENSG00000198795
576	ENSG00000198796
894	ENSG00000198797
527	ENSG00000198798
8159	ENSG00000198799
493	ENSG00000198805
3381	ENSG00000198807
1441	ENSG00000198812
4611	ENSG00000198814
3292	ENSG00000198815
77	ENSG00000198816
489	ENSG00000198818
1041	ENSG00000198821
529	ENSG00000198822
1049	ENSG00000198824
2785	ENSG00000198825
2347	ENSG00000198826
3071	ENSG00000198829
824	ENSG00000198830
198	ENSG00000198832
3054	ENSG00000198833
748	ENSG00000198835
7198	ENSG00000198836
796	ENSG00000198837
5619	ENSG00000198838
3650	ENSG00000198839
594	ENSG00000198841
557	ENSG00000198842
3361	ENSG00000198843
1915	ENSG00000198844
2329	ENSG00000198846
770	ENSG00000198848
633	ENSG00000198851
516	ENSG00000198853
196	ENSG00000198854
3139	ENSG00000198855
563	ENSG00000198856
2018	ENSG00000198858
7320	ENSG00000198860
3224	ENSG00000198862
2142	ENSG00000198863
2579	ENSG00000198865
675	ENSG00000198870
552	ENSG00000198873
1981	ENSG00000198874
1963	ENSG00000198876
6939	ENSG00000198879
139	ENSG00000198881
1428	ENSG00000198883
2218	ENSG00000198885
2557	ENSG00000198887
1747	ENSG00000198889
1451	ENSG00000198890
460	ENSG00000198892
3145	ENSG00000198894
5367	ENSG00000198898
1190	ENSG00000198900
1187	ENSG00000198901
2901	ENSG00000198908
4535	ENSG00000198909
1149	ENSG00000198910
3539	ENSG00000198911
835	ENSG00000198912
1561	ENSG00000198914
1709	ENSG00000198915
3114	ENSG00000198917
178	ENSG00000198918
5343	ENSG00000198919
4005	ENSG00000198920
427	ENSG00000198924
2087	ENSG00000198925
3577	ENSG00000198929
625	ENSG00000198930
576	ENSG00000198931
982	ENSG00000198932
1473	ENSG00000198933
549	ENSG00000198934
266	ENSG00000198937
513	ENSG00000198939
1526	ENSG00000198944
1698	ENSG00000198945
4541	ENSG00000198947
5359	ENSG00000198948
1925	ENSG00000198951
1363	ENSG00000198952
4157	ENSG00000198954
2832	ENSG00000198959
598	ENSG00000198960
2522	ENSG00000198961
7559	ENSG00000198963
3552	ENSG00000198964
51	ENSG00000198965
5134	ENSG00000198967
4993	ENSG00000203326
4682	ENSG00000203485
2413	ENSG00000203499
4167	ENSG00000203546
307	ENSG00000203618
1577	ENSG00000203661
3099	ENSG00000203663
5987	ENSG00000203666
1881	ENSG00000203667
5510	ENSG00000203668
7174	ENSG00000203685
4899	ENSG00000203690
2858	ENSG00000203697
2555	ENSG00000203705
4274	ENSG00000203710
597	ENSG00000203722
147	ENSG00000203724
5664	ENSG00000203727
1547	ENSG00000203730
229	ENSG00000203733
1443	ENSG00000203734
1	ENSG00000203737
33	ENSG00000203740
1253	ENSG00000203747
75	ENSG00000203756
841	ENSG00000203757
406	ENSG00000203760
2560	ENSG00000203772
2003	ENSG00000203778
210	ENSG00000203780
234	ENSG00000203782
822	ENSG00000203783
116	ENSG00000203784
398	ENSG00000203785
724	ENSG00000203786
3575	ENSG00000203791
157	ENSG00000203795
1672	ENSG00000203797
353	ENSG00000203805
1209	ENSG00000203811
118	ENSG00000203812
2081	ENSG00000203814
804	ENSG00000203837
1209	ENSG00000203852
409	ENSG00000203857
415	ENSG00000203859
3491	ENSG00000203867
407	ENSG00000203870
67	ENSG00000203872
126	ENSG00000203877
1494	ENSG00000203879
2944	ENSG00000203880
584	ENSG00000203883
430	ENSG00000203896
229	ENSG00000203907
311	ENSG00000203908
258	ENSG00000203909
139	ENSG00000203910
298	ENSG00000203923
64	ENSG00000203926
171	ENSG00000203933
365	ENSG00000203942
1233	ENSG00000203943
835	ENSG00000203950
429	ENSG00000203952
4502	ENSG00000203963
177	ENSG00000203965
134	ENSG00000203970
133	ENSG00000203972
1683	ENSG00000203985
1844	ENSG00000203989
2041	ENSG00000203995
112	ENSG00000204001
1958	ENSG00000204003
315	ENSG00000204006
441	ENSG00000204007
467	ENSG00000204010
59	ENSG00000204019
30	ENSG00000204021
69	ENSG00000204022
1805	ENSG00000204025
1425	ENSG00000204033
269	ENSG00000204052
252	ENSG00000204065
4973	ENSG00000204070
304	ENSG00000204071
4622	ENSG00000204084
371	ENSG00000204086
1724	ENSG00000204099
2031	ENSG00000204103
2765	ENSG00000204104
6494	ENSG00000204116
4267	ENSG00000204120
2693	ENSG00000204128
3800	ENSG00000204130
10193	ENSG00000204131
6133	ENSG00000204138
282	ENSG00000204140
5010	ENSG00000204147
313	ENSG00000204149
2594	ENSG00000204152
3759	ENSG00000204160
3035	ENSG00000204161
502	ENSG00000204165
298	ENSG00000204172
409	ENSG00000204174
316	ENSG00000204175
4600	ENSG00000204176
1743	ENSG00000204178
3048	ENSG00000204179
539	ENSG00000204183
2835	ENSG00000204186
1504	ENSG00000204193
337	ENSG00000204195
189	ENSG00000204209
9338	ENSG00000204217
1681	ENSG00000204219
1610	ENSG00000204220
323	ENSG00000204227
177	ENSG00000204228
2208	ENSG00000204231
702	ENSG00000204237
21	ENSG00000204246
1104	ENSG00000204248
2660	ENSG00000204252
3269	ENSG00000204256
251	ENSG00000204257
2174	ENSG00000204262
242	ENSG00000204264
3952	ENSG00000204267
12601	ENSG00000204271
1387	ENSG00000204272
1195	ENSG00000204278
94	ENSG00000204279
406	ENSG00000204287
645	ENSG00000204290
906	ENSG00000204291
379	ENSG00000204296
212	ENSG00000204300
594	ENSG00000204301
1641	ENSG00000204304
301	ENSG00000204305
467	ENSG00000204308
1064	ENSG00000204310
596	ENSG00000204311
863	ENSG00000204314
24	ENSG00000204315
207	ENSG00000204316
507	ENSG00000204323
77	ENSG00000204334
674	ENSG00000204335
1153	ENSG00000204344
637	ENSG00000204345
241	ENSG00000204347
522	ENSG00000204348
3299	ENSG00000204351
199	ENSG00000204352
655	ENSG00000204356
3	ENSG00000204361
344	ENSG00000204363
319	ENSG00000204366
2343	ENSG00000204370
325	ENSG00000204371
140	ENSG00000204379
1849	ENSG00000204381
140	ENSG00000204382
435	ENSG00000204385
1025	ENSG00000204386
103	ENSG00000204387
379	ENSG00000204388
264	ENSG00000204389
428	ENSG00000204390
361	ENSG00000204392
76	ENSG00000204394
4	ENSG00000204396
314	ENSG00000204397
1023	ENSG00000204403
6423	ENSG00000204406
2428	ENSG00000204410
250	ENSG00000204414
1945	ENSG00000204420
448	ENSG00000204421
1880	ENSG00000204422
4	ENSG00000204424
2042	ENSG00000204427
601	ENSG00000204428
144	ENSG00000204435
1037	ENSG00000204438
765	ENSG00000204439
6987	ENSG00000204442
415	ENSG00000204444
475	ENSG00000204449
1339	ENSG00000204450
103	ENSG00000204463
185	ENSG00000204469
121	ENSG00000204472
337	ENSG00000204475
70	ENSG00000204478
127	ENSG00000204479
162	ENSG00000204481
324	ENSG00000204482
339	ENSG00000204498
334	ENSG00000204501
332	ENSG00000204505
69	ENSG00000204510
297	ENSG00000204511
3759	ENSG00000204514
1215	ENSG00000204516
351	ENSG00000204518
2481	ENSG00000204519
333	ENSG00000204520
432	ENSG00000204524
1108	ENSG00000204525
264	ENSG00000204531
252	ENSG00000204532
804	ENSG00000204536
415	ENSG00000204538
935	ENSG00000204539
160	ENSG00000204540
158	ENSG00000204542
1709	ENSG00000204544
44	ENSG00000204548
123	ENSG00000204560
875	ENSG00000204564
598	ENSG00000204568
1149	ENSG00000204569
512	ENSG00000204571
542	ENSG00000204572
1442	ENSG00000204574
1228	ENSG00000204576
2218	ENSG00000204577
3018	ENSG00000204580
977	ENSG00000204583
4695	ENSG00000204590
1459	ENSG00000204592
21	ENSG00000204595
1495	ENSG00000204599
8660	ENSG00000204604
347	ENSG00000204610
4037	ENSG00000204611
2024	ENSG00000204613
923	ENSG00000204614
639	ENSG00000204616
845	ENSG00000204618
1027	ENSG00000204619
929	ENSG00000204624
1535	ENSG00000204628
434	ENSG00000204632
204	ENSG00000204634
16	ENSG00000204640
1719	ENSG00000204642
108	ENSG00000204644
130	ENSG00000204653
2138	ENSG00000204655
1617	ENSG00000204657
945	ENSG00000204661
920	ENSG00000204669
382	ENSG00000204671
884	ENSG00000204673
1135	ENSG00000204677
4481	ENSG00000204681
2942	ENSG00000204682
323	ENSG00000204683
69	ENSG00000204687
1608	ENSG00000204688
1190	ENSG00000204694
5362	ENSG00000204695
1237	ENSG00000204700
1944	ENSG00000204701
820	ENSG00000204702
99	ENSG00000204703
27	ENSG00000204710
860	ENSG00000204711
1253	ENSG00000204713
241	ENSG00000204740
5958	ENSG00000204764
9	ENSG00000204767
1026	ENSG00000204779
1314	ENSG00000204815
174	ENSG00000204822
1052	ENSG00000204839
6638	ENSG00000204842
1466	ENSG00000204843
150	ENSG00000204849
2367	ENSG00000204851
3832	ENSG00000204852
848	ENSG00000204856
471	ENSG00000204859
211	ENSG00000204866
144	ENSG00000204869
51	ENSG00000204872
473	ENSG00000204873
546	ENSG00000204880
347	ENSG00000204882
16	ENSG00000204887
1239	ENSG00000204889
256	ENSG00000204897
1965	ENSG00000204899
137	ENSG00000204909
13	ENSG00000204913
948	ENSG00000204918
948	ENSG00000204919
851	ENSG00000204920
1573	ENSG00000204922
4790	ENSG00000204923
1212	ENSG00000204928
2455	ENSG00000204930
1966	ENSG00000204936
2142	ENSG00000204941
4644	ENSG00000204946
828	ENSG00000204947
1141	ENSG00000204950
743	ENSG00000204952
2216	ENSG00000204954
3291	ENSG00000204956
6054	ENSG00000204961
2443	ENSG00000204962
2823	ENSG00000204963
4032	ENSG00000204965
10416	ENSG00000204967
2968	ENSG00000204969
2557	ENSG00000204970
5287	ENSG00000204977
541	ENSG00000204978
146	ENSG00000204979
204	ENSG00000204983
3812	ENSG00000204991
1786	ENSG00000205002
423	ENSG00000205022
240	ENSG00000205038
1234	ENSG00000205045
378	ENSG00000205057
6239	ENSG00000205060
55	ENSG00000205076
138	ENSG00000205078
4842	ENSG00000205084
4858	ENSG00000205085
3235	ENSG00000205086
1433	ENSG00000205089
809	ENSG00000205090
1210	ENSG00000205097
177	ENSG00000205108
1123	ENSG00000205111
1283	ENSG00000205126
705	ENSG00000205129
3120	ENSG00000205133
693	ENSG00000205138
79	ENSG00000205143
868	ENSG00000205155
247	ENSG00000205177
42	ENSG00000205186
6737	ENSG00000205189
3074	ENSG00000205208
113	ENSG00000205209
2020	ENSG00000205212
1909	ENSG00000205213
126	ENSG00000205220
1110	ENSG00000205221
2550	ENSG00000205236
298	ENSG00000205238
1538	ENSG00000205250
3491	ENSG00000205268
7963	ENSG00000205269
410	ENSG00000205277
863	ENSG00000205279
1863	ENSG00000205301
967	ENSG00000205302
59	ENSG00000205307
1266	ENSG00000205309
1119	ENSG00000205323
38	ENSG00000205328
51	ENSG00000205329
826	ENSG00000205330
3743	ENSG00000205336
3203	ENSG00000205339
944	ENSG00000205352
2766	ENSG00000205356
394	ENSG00000205358
360	ENSG00000205359
137	ENSG00000205362
4486	ENSG00000205363
144	ENSG00000205364
373	ENSG00000205403
28	ENSG00000205409
